source_id,label_in_guide,url,source_type,role,title_resolved,authors_or_owner,year,resolution_status,http_status,used_by_units,first_file,notes
SRC-174,ReAct / ReAct: Synergizing Reasoning and Acting in Language Models,https://openreview.net/forum?id=WE_vluYUL-X,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,ReAct: Synergizing Reasoning and Acting in Language Models,Shunyu Yao; Jeffrey Zhao; Dian Yu; Nan Du; Izhak Shafran; Karthik Narasimhan; Yuan Cao,2023,resolved,200,INTRO-9;11.3.4,docs/9.失敗パターンに応じて高度化する/序文.md,redirected_to=https://openreview.net/challenge?redirect=%2Fforum%3Fid%3DWE_vluYUL-X; metadata_override=publisher_or_official_source
SRC-175,IRCoT / Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions,https://aclanthology.org/2023.acl-long.557/,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Interleaving Retrieval with Chain-of-Thought Reasoning for Knowledge-Intensive Multi-Step Questions,Harsh Trivedi; Niranjan Balasubramanian; Tushar Khot; Ashish Sabharwal,2023,resolved,200,INTRO-9;11.3.4,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-176,REALM / REALM: Retrieval-Augmented Language Model Pre-Training,https://proceedings.mlr.press/v119/guu20a.html,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Retrieval Augmented Language Model Pre-Training,Kelvin Guu; Kenton Lee; Zora Tung; Panupong Pasupat; Mingwei Chang,2020,resolved,200,INTRO-9;11.3.3,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-177,RETRO / Improving Language Models by Retrieving from Trillions of Tokens,https://proceedings.mlr.press/v162/borgeaud22a.html,査読付き論文／会議録,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Improving Language Models by Retrieving from Trillions of Tokens,Sebastian Borgeaud; Arthur Mensch; Jordan Hoffmann; Trevor Cai; Eliza Rutherford; Katie Millican; George Bm Van Den Driessche; Jean-Baptiste Lespiau; Bogdan Damoc; Aidan Clark; Diego De Las Casas; Aurelia Guy; Jacob Menick; Roman Ring; Tom Hennigan; Saffron Huang; Loren Maggiore; Chris Jones; Albin Cassirer; Andy Brock; Michela Paganini; Geoffrey Irving; Oriol Vinyals; Simon Osindero; Karen Simonyan; Jack Rae; Erich Elsen; Laurent Sifre,2022,resolved,200,INTRO-9;11.3.3,docs/9.失敗パターンに応じて高度化する/序文.md,
SRC-178,RetrieveAndGenerate API Reference,https://docs.aws.amazon.com/bedrock/latest/APIReference/API_agent-runtime_RetrieveAndGenerate.html,ベンダー公式仕様,公式仕様,RetrieveAndGenerate API Reference,Amazon Web Services,継続更新,resolved,200,10.1.1;10.5.1,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,metadata_override=publisher_or_official_source
SRC-179,S3 VectorsとKnowledge Basesの制約,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-bedrock-kb.html,ベンダー公式仕様,公式仕様,S3 VectorsとKnowledge Basesの制約,Amazon Web Services,継続更新,resolved,200,10.1.2,docs/10.AWSで設計・実装する/10.1.構成方式を選ぶ.md,metadata_override=publisher_or_official_source
SRC-180,対応embedding model,https://docs.aws.amazon.com/bedrock/latest/userguide/knowledge-base-supported.html,ベンダー公式仕様,公式仕様,対応embedding model,Amazon Web Services,継続更新,resolved,200,10.2.1,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,metadata_override=publisher_or_official_source
SRC-181,Titan Text Embeddings V2のrequest,https://docs.aws.amazon.com/bedrock/latest/userguide/model-parameters-titan-embed-text.html,ベンダー公式仕様,公式仕様,Titan Text Embeddings V2のrequest,Amazon Web Services,継続更新,resolved,200,10.2.2,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,metadata_override=publisher_or_official_source
SRC-182,Cohere Embed v3,https://docs.aws.amazon.com/bedrock/latest/userguide/model-parameters-embed-v3.html,ベンダー公式仕様,公式仕様,Cohere Embed v3,Amazon Web Services,継続更新,resolved,200,10.2.2,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,metadata_override=publisher_or_official_source
SRC-183,S3 Vector indexの設定,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-create-index.html,ベンダー公式仕様,公式仕様,S3 Vector indexの設定,Amazon Web Services,継続更新,resolved,200,10.2.3,docs/10.AWSで設計・実装する/10.2.Embeddingとvector indexを設定する.md,metadata_override=publisher_or_official_source
SRC-184,高度な文書解析,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-advanced-parsing.html,ベンダー公式仕様,公式仕様,高度な文書解析,Amazon Web Services,継続更新,resolved,200,10.3.1,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,metadata_override=publisher_or_official_source
SRC-185,custom transformation Lambda,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-custom-transformation.html,ベンダー公式仕様,公式仕様,custom transformation Lambda,Amazon Web Services,継続更新,resolved,200,10.3.1,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,metadata_override=publisher_or_official_source
SRC-186,Knowledge Basesのchunking,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-chunking.html,ベンダー公式仕様,公式仕様,Knowledge Basesのchunking,Amazon Web Services,継続更新,resolved,200,10.3.2,docs/10.AWSで設計・実装する/10.3.取り込み経路を構成する.md,metadata_override=publisher_or_official_source
SRC-187,KnowledgeBaseVectorSearchConfiguration API,https://docs.aws.amazon.com/bedrock/latest/APIReference/API_KnowledgeBaseVectorSearchConfiguration.html,ベンダー公式仕様,公式仕様,KnowledgeBaseVectorSearchConfiguration API,Amazon Web Services,継続更新,resolved,200,10.4.1,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,metadata_override=publisher_or_official_source
SRC-188,RetrievalFilter API,https://docs.aws.amazon.com/bedrock/latest/APIReference/API_agent-runtime_RetrievalFilter.html,ベンダー公式仕様,公式仕様,RetrievalFilter API,Amazon Web Services,継続更新,resolved,200,10.4.3,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,metadata_override=publisher_or_official_source
SRC-189,S3 Vectorsのmetadata filter,https://docs.aws.amazon.com/AmazonS3/latest/userguide/s3-vectors-metadata-filtering.html,ベンダー公式仕様,公式仕様,S3 Vectorsのmetadata filter,Amazon Web Services,継続更新,resolved,200,10.4.3,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,metadata_override=publisher_or_official_source
SRC-190,Bedrock reranker,https://docs.aws.amazon.com/bedrock/latest/userguide/rerank-use.html,ベンダー公式仕様,公式仕様,Bedrock reranker,Amazon Web Services,継続更新,resolved,200,10.4.4,docs/10.AWSで設計・実装する/10.4.検索経路を構成する.md,metadata_override=publisher_or_official_source
SRC-191,対応状況,https://docs.aws.amazon.com/bedrock/latest/userguide/structured-output.html,ベンダー公式仕様,公式仕様,対応状況,Amazon Web Services,継続更新,resolved,200,10.5.3,docs/10.AWSで設計・実装する/10.5.根拠整形と生成を接続する.md,metadata_override=publisher_or_official_source
SRC-192,Knowledge BaseのRAG評価,https://docs.aws.amazon.com/bedrock/latest/userguide/evaluation-kb.html,ベンダー公式仕様,公式仕様,Knowledge BaseのRAG評価,Amazon Web Services,継続更新,resolved,200,10.6.1,docs/10.AWSで設計・実装する/10.6.評価と運用を接続する.md,metadata_override=publisher_or_official_source
SRC-193,Multimodal Knowledge Base,https://docs.aws.amazon.com/bedrock/latest/userguide/kb-multimodal.html,ベンダー公式仕様,公式仕様,Multimodal Knowledge Base,Amazon Web Services,継続更新,resolved,200,10.7.5,docs/10.AWSで設計・実装する/10.7.構成パターン.md,metadata_override=publisher_or_official_source
SRC-194,Language Models as Knowledge Bases?,https://arxiv.org/abs/1909.01066,プレプリント／公開査読,起源・提案・代表研究・評価基準のいずれか（本文との関係を個別確認）,Language Models as Knowledge Bases?,"Petroni, Fabio; Rocktäschel, Tim; Lewis, Patrick; Bakhtin, Anton; Wu, Yuxiang; Miller, Alexander H.; Riedel, Sebastian",2019,resolved,200,11.3.3,docs/11.用語・評価指標・参考文献/11.3.主要参考文献.md,
